outcode,avg_asking_price,avg_asking_price_1bed,avg_asking_price_2beds,avg_asking_price_3beds,avg_asking_price_4beds,avg_asking_price_5beds,days_on_market,Sales per month,Sale/List Ratio
CT2,425579,136412,238630,393338,570909,806055,143 days,54.13,47.29
CT20,373260,132908,319187,404787,626430,747777,202 days,55.84,46.28
CT21,504176,174064,351748,508886,621629,965700,178 days,64.04,32.63
CT3,527601,148571,300044,389681,687651,959984,166 days,48.8,31.85
CT4,739740,273750,305262,501877,818467,1261561,219 days,30.68,37.5
CT5,519011,224780,336884,485443,704447,1045413,139 days,119.35,39.6
CT6,394503,180776,308919,384893,533235,607213,178 days,104.49,35.16
CT7,372172,140993,226622,393054,592241,889615,200 days,34.35,29.69
CT8,344783,160495,275802,352161,505311,630500,153 days,22.35,51.75
CT9,364747,164203,256972,355820,484933,580833,187 days,99.63,37.68
CV1,210195,132306,160024,220203,270882,360000,260 days,20.77,41.67
CV10,271057,240000,187923,244452,369335,983333,117 days,86.92,81.71
CV11,324810,133760,187592,267210,410694,596666,130 days,77.77,59.94
CV12,289390,96106,197217,270545,410576,417800,163 days,43.8,54.2
CV13,570353,-,260271,336884,600748,944167,134 days,41.19,40.22
CV2,228205,115450,169110,233992,306524,294444,137 days,56.5,92.25
CV21,263206,110883,185147,263309,394110,490445,138 days,42.17,108.76
CV22,382354,145450,240453,312363,495444,632476,133 days,48.72,81.02
CV23,460906,110000,224399,372691,502483,664889,117 days,63.59,78.23
CV3,319014,101438,204463,283492,442375,566612,133 days,87.97,80
CV31,391958,178731,277473,393498,572775,860000,96 days,34.69,137.84
CV32,470156,200078,329989,463889,736038,799091,118 days,61.53,77.27
CV33,489647,-,264121,390801,567644,975000,100 days,22.2,79.73
CV34,388841,154025,261301,371164,604768,782997,103 days,68.16,96.58
CV35,780757,193345,285392,492915,735971,1102471,131 days,63.44,49.82
CV36,596102,157250,337679,476912,624545,1495833,134 days,20.37,73.63
CV37,492389,161708,252847,443634,631976,1124397,171 days,116.67,52.63
CV4,365293,106738,182177,288293,491704,816000,148 days,36.28,65.92
CV47,492092,153333,261389,365371,604798,828542,153 days,30.39,79.35
CV5,340607,208695,192162,292856,483279,582222,122 days,77.7,82.59
CV6,232219,116000,166077,241344,357925,426250,107 days,100.93,85
CV7,518116,116000,192497,346629,658565,939591,163 days,55.58,53.97
CV8,487583,158874,301993,435877,643843,882916,154 days,59.22,66.12
CV9,435899,415000,201428,295701,509420,752263,135 days,39.11,64.77
CW1,245773,82500,139492,208729,329853,508703,116 days,85.09,67.48
CW10,337936,157500,208791,288497,439806,437500,157 days,20.06,77.14
CW11,385715,134457,187303,320821,488475,567937,148 days,52.09,62.65
CW12,378410,159585,181468,321315,483504,582071,163 days,68.83,58.56
CW2,322384,103857,189985,236193,406794,562511,143 days,77.62,60.27
CW3,528024,-,264342,345915,537244,775498,180 days,24.33,34.93
CW4,591011,105625,231435,476319,570550,746667,152 days,22.7,48.7
CW5,467244,116810,202904,329771,525225,698774,179 days,71.4,44.84
CW6,711329,142500,291544,482750,636337,1371613,156 days,41.54,36.57
CW7,255532,122143,144028,232246,390237,401429,123 days,43.9,81.11
CW8,369837,152056,190871,326747,489685,642321,146 days,77.05,70.4
CW9,344581,132401,189405,303989,520954,629706,145 days,58.34,72.34
DA1,362723,206427,279936,397536,502320,576667,102 days,81.18,115.94
DA10,345101,163753,236021,465555,577331,700000,130 days,26.77,51.72
DA11,358234,164714,244594,388206,523726,541971,143 days,52.66,66.53
DA12,401348,119687,293186,391747,600348,696429,135 days,50.44,85.46
DA13,640313,190000,473636,557104,714658,1099375,128 days,27.66,60.17
DA14,467717,226097,334711,469487,711428,730000,141 days,34.68,85.28
DA15,531613,250666,394987,532698,690526,738750,144 days,35.83,93.6
DA16,449745,191468,348289,461422,589233,650357,133 days,35.86,100
DA17,347369,208124,281522,433200,540495,-,146 days,18.08,117.05
DA2,477563,170625,313008,460387,565321,809769,129 days,43.49,54.55
DA3,558664,217682,423688,551278,708467,723188,99 days,28.48,100
DA4,542818,177822,316109,546938,734792,1014286,206 days,16.89,26.72
DA5,569294,308333,365656,568172,703571,840455,146 days,30.41,73.65
DA6,519029,264583,328041,632500,766182,988000,144 days,21.67,64.42
DA7,477296,190500,372956,503980,624460,669643,131 days,34.35,114.67
DA8,361045,178750,276210,426983,493407,696500,150 days,33.6,68.45
DA9,317692,185645,262626,425333,554444,720000,148 days,31.82,56.05
DE1,192819,132524,146919,227671,489167,-,202 days,25.4,46.78
DE11,280163,87667,190434,251357,354956,499942,132 days,108.41,56.18
DE12,396590,107500,197298,297315,461498,694045,171 days,40.53,38.1
DE13,432075,132908,249372,326946,514664,692855,157 days,76.43,64.75
DE14,211168,112080,148145,219050,304909,472857,131 days,58.17,57.09
DE15,322709,94590,182835,260342,418598,524870,157 days,47.2,54.25
DE21,280223,224950,191298,249670,387639,549059,117 days,81.79,69.59
DE22,357233,71345,185182,296048,434149,585636,143 days,78.25,65.15
DE23,303338,90216,157199,247279,423776,516957,126 days,60.71,73.33
DE24,239513,84867,186780,240824,314658,446667,91 days,73.19,90.99
DE3,358561,70000,195192,304686,410313,561225,119 days,36.3,62.5
DE4,426738,224335,267991,351778,550762,709226,169 days,86.63,45.49
DE45,617341,200000,330278,428614,659333,764541,129 days,27.21,36.75
DE5,310411,-,193928,277213,354564,575000,130 days,54.46,41.95
DE55,306055,132450,167806,263999,381052,581181,145 days,107.59,46.15
DE56,355970,141968,208159,317780,492491,629884,137 days,111.24,38.78
DE6,515637,107817,219218,415617,586167,813929,157 days,69.75,35.34
DE65,386661,100000,228013,304534,454199,602143,121 days,63.22,54.51
DE7,318709,94440,188684,255140,436753,603693,129 days,98.6,55.9
DE72,374869,195495,225044,339288,515257,749167,203 days,36.06,53.28
DE73,394805,117590,267653,323706,454496,707941,118 days,45,58.19
DE74,387462,100000,235403,305682,414996,581617,124 days,48.39,33.5
DE75,274274,120786,169440,228364,363444,477187,123 days,45.61,38.5
DH1,359769,80063,168251,255536,423194,722462,159 days,54.91,66.67
DH2,214606,39375,116188,180144,329263,488167,125 days,44.64,91.94
DH3,281108,77145,122538,228047,363239,697732,243 days,23.46,82.11
DH4,234251,43000,104424,193851,328158,373382,222 days,32.16,66.39
DH5,191084,81000,86821,144776,268402,600000,211 days,17.63,103.23
DH6,219559,-,109189,152082,351196,326660,174 days,45.69,71.7
DH7,242365,89475,110643,175424,332397,665816,184 days,41.74,82.03
DH8,250615,86000,115969,185479,391749,547429,125 days,69.12,71.53
DH9,169241,66633,82160,137392,375317,344717,148 days,40.54,92.5
DL1,183688,96200,114629,168856,302306,416760,147 days,57.96,80.99
DL10,380241,228738,204210,308673,482681,793750,187 days,32.89,46.83
DL11,455463,244975,269843,472028,532600,701667,181 days,18.9,22.81
DL12,376593,116564,199203,285182,584632,631207,145 days,29.38,42.25
DL13,301374,106333,112981,304575,399036,601429,188 days,33.99,38.03
DL14,173909,36359,86112,154803,261187,608329,224 days,51.43,59.38
DL15,170569,51488,88073,166198,330306,377500,148 days,34.86,62.21
DL16,191511,84000,129850,171649,250633,442492,131 days,30.69,77.61
DL17,160360,66550,70347,125953,288239,539992,162 days,28.33,80.39
DL2,332649,100000,176140,251986,403080,587832,163 days,63.68,42.49
DL3,263310,92995,120528,205325,345575,468907,161 days,51.99,80.29
DL4,95127,57500,60781,95754,185624,264975,229 days,11.66,64.04
DL5,189270,64000,137790,151525,317232,253333,146 days,32.67,74.21
DL6,382988,101280,204039,271356,612927,736667,117 days,34.1,83.46
DL7,395050,128646,168068,311056,451729,821393,199 days,19.3,67.97
DL8,398987,115091,205461,363374,493344,733278,187 days,42.99,53.73
DL9,203385,-,120625,197433,310984,-,158 days,10.44,63.64
DN1,237558,81115,102083,136363,236000,215000,149 days,13.69,47.06
DN10,390818,138250,192582,302007,500868,588911,159 days,40,20.75
DN11,240538,104000,176195,202812,311356,458440,133 days,62.26,52.9
DN12,237329,-,141576,174649,310000,452778,137 days,24.53,79.46
DN14,321417,66806,160956,260612,388522,553756,165 days,76.18,55.61
DN15,220984,86822,132292,188154,361641,369954,158 days,47.85,59.52
DN16,162396,54483,128289,159589,241305,270000,107 days,51.03,81.87
DN17,242937,106133,150051,204891,346065,425000,142 days,60,59.15
DN18,242126,-,185106,208199,291667,725000,147 days,19.8,
DN19,305162,100000,216666,235791,386902,454158,227 days,8.85,62.69
DN2,235069,146158,160350,203655,308722,328200,138 days,32.17,70.95
DN20,272962,-,183589,235461,358813,404217,173 days,34.86,53.73
DN21,260375,91175,130893,196774,345274,478203,155 days,109.74,47.27
DN22,376978,96429,174746,279955,422583,695135,189 days,66.98,47.63
DN3,247110,-,161955,218389,323754,394000,144 days,52.5,57.14
DN31,107220,43500,73494,96116,182990,135000,192 days,15.62,31
DN32,147564,69654,104917,113158,258718,371794,190 days,48.16,43.28
DN33,213098,121890,167626,186584,284556,276990,154 days,46.56,33.89
DN34,173476,94264,133605,164808,270392,325000,166 days,27.47,61.18
DN35,191702,99229,154887,173537,315436,303995,203 days,56.01,48.81
DN36,277368,122180,139670,220421,356872,475294,231 days,59.35,22.32
DN37,303196,133861,202760,212848,386093,795293,179 days,42.07,37.45
DN38,311225,175000,182500,303558,441429,424975,168 days,5.89,48.48
DN39,291409,-,187100,214306,329573,433125,125 days,8.88,45.95
DN4,267897,112958,139812,204703,389414,548848,158 days,97.97,50.39
DN40,197434,73500,131532,166071,291395,385000,188 days,18.51,51.72
DN41,292878,-,184492,236101,359132,551095,190 days,14.84,35.11
DN5,279734,52498,159685,208417,422874,605291,130 days,61.85,70.9
DN6,272625,75000,142244,190880,427667,548571,127 days,41.57,76.7
DN7,278848,81667,183045,224141,339353,473214,133 days,38.8,52.33
DN8,256783,-,142219,202240,355098,341333,121 days,18.35,109.46
DN9,363235,85488,222502,303652,424607,580381,186 days,41.77,42.47
DT1,333197,172436,285789,433694,528976,779167,222 days,34.59,73.44
DT10,537049,120990,272305,423974,662623,904444,153 days,41.37,28.91
DT11,472371,162042,282451,417164,609866,1111250,169 days,60.18,48.38
DT2,669560,141737,288579,440362,681304,1047857,139 days,71.22,43.94
DT3,471791,164063,269652,434353,591034,776000,143 days,52.03,68.15
DT4,336212,141393,245389,325294,509333,1015333,134 days,81.72,70.68
DT5,293417,116250,208897,323697,426361,475000,135 days,32,70.14
DT6,487764,178719,285702,464094,739690,967071,154 days,67.4,35.55
DT7,543152,229999,293036,527245,716745,941400,205 days,18.88,26.36
DT8,506208,195000,305681,406014,630928,531667,164 days,14.27,41.03
DT9,505901,121953,259403,394717,654832,878500,176 days,36.65,63.26
DY1,240058,114286,169477,213501,390509,330000,152 days,36.12,57.92
DY10,368113,102200,227619,290628,434946,904500,147 days,62.04,50.99
DY11,351355,95000,263227,303552,466008,612143,134 days,54.4,56.79
DY12,433004,145539,257708,366018,590757,842184,155 days,38.71,32
DY13,354113,119536,209218,319996,420127,689091,153 days,49.41,43.65
DY14,474513,92000,222657,398750,577296,911250,169 days,17.93,47.52
DY2,217977,85181,158175,226765,352526,347250,160 days,34.88,58.06
DY3,318492,100983,229600,282451,451340,608970,129 days,47.44,62.25
DY4,226682,77111,159733,234062,322229,396000,107 days,62.52,56.95
DY5,229091,88644,158128,252182,333713,359238,197 days,37.61,70.85
DY6,319606,89111,243865,304864,408888,601667,143 days,49.09,52.56
DY7,570495,239082,335343,439628,614031,1055500,180 days,17.83,28.97
DY8,327012,120625,219647,305756,467311,593438,150 days,79.6,62.31
DY9,545874,161064,241347,424524,732740,867324,182 days,37.75,55.9
E1,741960,521221,733997,1095034,1178917,3666667,267 days,115.17,24.39
E10,484618,295375,414971,593851,783250,840000,168 days,44.29,73.39
E11,642698,288385,466744,694779,1016145,1042857,134 days,60.45,82.22
E12,497014,244999,326833,514300,706764,1011250,198 days,16.36,53.7
E13,400006,274301,354267,467299,551950,632000,168 days,34.29,46.35
E14,669908,485086,736839,988419,1083333,1160714,296 days,222.87,17.28
E15,492856,346816,457389,582569,649231,722500,238 days,49.41,38.27
E16,475086,360879,493795,626492,806250,650000,244 days,106.48,21.94
E17,545910,328100,438290,628874,810097,956810,136 days,101.25,111.33
E18,499379,284292,414861,620217,878000,1111000,163 days,21.53,113.68
E2,630791,462851,610902,833454,1268333,1499950,221 days,47.65,35.9
E3,451366,337822,457851,599198,1025833,1333333,202 days,81.68,38.36
E4,565732,243468,400326,586986,730631,976293,117 days,87.95,78.72
E5,665905,386240,510042,805097,1106812,1591000,202 days,33.27,58.48
E6,392919,251756,353477,451560,558125,676333,216 days,29.17,54.76
E7,468987,294295,351646,523729,812917,805000,206 days,21.84,65.33
E8,696206,467457,663223,960500,1087833,1340000,284 days,28.31,47.76
E9,625041,386972,527908,797342,1443824,1150000,172 days,28.6,54.88
EC1,958219,647647,1046472,1737699,2066667,5916667,297 days,55.15,22.71
EC2,2364547,969966,1850579,4930881,5405833,-,463 days,28.25,6.65
EC3,1507727,770211,1555468,3593222,-,-,203 days,9.9,2.99
EC4,1375060,568625,1095000,4785000,-,-,346 days,4.34,20
EN1,487279,240193,368278,548932,692498,992500,134 days,59.55,71.43
EN10,664499,217102,317944,561873,815229,1201717,160 days,35.25,47.34
EN11,458688,195951,278406,497832,611148,963333,137 days,47.52,44.7
EN2,587505,280675,423954,661271,841216,1074167,148 days,62.03,39.22
EN3,371695,203720,309466,433798,592222,721989,185 days,35.84,74.21
EN4,1023511,330502,579311,943941,1224650,1945799,216 days,45.28,34.05
EN5,908456,325105,418113,813647,1112260,1819634,235 days,53.62,35.24
EN6,823532,206629,391825,647949,972127,1794891,239 days,51.21,35.54
EN7,691444,235031,415709,512184,758232,1222894,163 days,41.78,49.34
EN8,391066,191045,302507,484590,610109,853077,180 days,48.33,55.17
EN9,571114,207103,340758,562675,753083,1028074,222 days,37.57,37.41
EX1,366703,154099,288667,333349,467186,597412,125 days,68.64,51.05
EX10,513684,216458,344769,517985,718811,1212000,195 days,46,54.18
EX11,609545,222625,292366,461505,728350,1126429,220 days,20.05,42.86
EX12,425340,146281,275298,443301,586891,792786,168 days,34.11,46.07
EX13,443452,110000,231749,367148,594286,909300,143 days,38.39,36.07
EX14,421225,167444,219751,380586,546979,914999,184 days,43.04,64.02
EX15,451371,142208,222815,316251,507949,918400,154 days,49.68,42.75
EX16,444512,124850,240227,375929,487138,866184,180 days,75.5,35.1
EX17,536858,138150,227380,344577,588016,690815,148 days,50.68,44.4
EX18,497351,166667,221135,385135,678380,658317,153 days,13.92,26.76
EX19,402160,-,226331,341282,635973,458325,180 days,14.67,21.59
EX2,372866,168405,258738,359591,540178,591923,127 days,104.88,59.91
EX20,431218,165760,224960,332476,472974,878014,161 days,68.2,35.25
EX21,447007,91990,243594,393178,487126,618069,164 days,22.32,19.67
EX22,439221,105000,194483,416890,557323,655623,273 days,26.15,26.05
EX23,386333,187638,201250,386656,634371,824762,231 days,46.62,21.73
EX24,670044,-,362995,522938,805528,762500,135 days,12,38.89
EX3,765094,241667,443947,565517,928214,1140588,188 days,16.91,50.94
EX31,466280,131063,229378,368858,530798,699446,172 days,65.76,46.68
EX32,386973,99495,213760,310783,460902,647833,164 days,47.38,51.35
EX33,548449,197500,371784,495201,658708,1273972,137 days,43.36,39.9
EX34,358840,163618,230129,358783,494665,485927,189 days,85.08,24.44
EX35,535035,-,312473,513333,532417,1450000,208 days,6.2,44.19
EX36,397759,184375,219072,366619,537511,770000,214 days,24.81,46.33
EX37,623757,-,212740,501667,533945,1125685,161 days,13.98,24
EX38,325306,200000,208060,290584,427578,410938,187 days,21.34,36.84
EX39,389046,179537,217494,351327,497931,691005,169 days,142.19,38.33
EX4,348231,145633,247741,325915,530735,613548,128 days,100.55,56.41
EX5,492756,190625,256259,368713,587825,849544,146 days,65.14,39.75
EX6,464521,211000,210534,433229,577141,950267,153 days,40.2,37.07
EX7,335755,112857,172536,323171,492072,529684,205 days,36.15,49.39
EX8,392286,175728,266869,382128,544603,841895,189 days,81.27,43.95
EX9,520889,172500,240903,493632,790479,1171111,205 days,18.73,51.56
FY1,123086,57511,84963,113010,144686,168125,158 days,58.48,57.79
FY2,192032,70954,157260,164986,300387,432994,168 days,41.25,53.25
FY3,191295,83357,136207,168464,322701,577857,147 days,53.47,61.83
FY4,212283,85300,130790,185893,345902,396716,169 days,73.31,61.5
FY5,227361,116877,170234,207810,340343,565556,167 days,91.26,64.76
FY6,289708,96453,169905,273426,430314,625117,191 days,90.63,29.12
FY7,186182,70667,111048,177405,286875,305821,200 days,36.75,57.14
FY8,372487,105483,238478,334898,526708,775539,189 days,122.38,46.69
GL1,233639,118051,177559,257276,358182,502217,138 days,51.74,81.09
GL10,418939,147500,225857,381427,563173,736250,91 days,42.53,64.34
GL11,432057,104800,251876,319800,555176,586259,126 days,32.14,82.22
GL12,545250,167500,321531,394000,580231,807857,109 days,25.05,57.14
GL13,486634,98332,263246,298035,632864,787143,118 days,15,54.24
GL14,322233,116444,213495,283720,458427,573062,210 days,34.29,40
GL15,384947,124286,280959,307475,466625,817347,124 days,62.66,39.77
GL16,388856,161875,231905,346445,432563,782692,138 days,43.04,34.34
GL17,387295,237500,198905,328998,507427,671244,213 days,30.7,26.61
GL18,437682,79750,237826,344996,486076,614444,196 days,13.47,70.45
GL19,808096,-,214458,513283,672551,1083998,145 days,26.48,32.03
GL2,405655,163921,201303,343768,495002,793331,134 days,85.97,93.49
GL20,377729,169167,206024,360441,537439,596889,135 days,74.44,49.25
GL3,358846,118132,235660,330239,462943,731500,102 days,61.18,111.06
GL4,411213,125333,214079,307188,574519,655000,120 days,64.75,96.53
GL5,484159,159372,276962,422303,620523,940842,142 days,54.72,73.36
GL50,477521,190073,316164,530759,719000,1851818,186 days,50.97,56.33
GL51,405610,137157,259598,408899,615607,757105,142 days,74.79,83.33
GL52,554814,180952,282100,422283,674059,1133204,130 days,104.31,76.99
GL53,711254,193333,323102,568018,904878,1117308,168 days,32.14,68.33
GL54,776956,231865,428733,523605,825685,1438213,140 days,53.79,55.78
GL55,743106,-,417955,545693,1068330,975000,94 days,16.28,115.69
GL56,720867,252990,346418,535000,778750,1210000,181 days,18.9,55.26
GL6,824598,242143,354530,545618,805529,1013778,157 days,46.43,56.38
GL7,714383,186155,299600,427544,690200,1459693,186 days,81.94,43.11
GL8,660591,164290,331688,550147,744250,1034444,190 days,17.05,45.37
GU1,499805,275583,383689,591033,885319,1380000,198 days,42.88,73.85
GU10,1110479,354091,426351,712322,966403,1494088,144 days,53.75,52.33
GU11,318977,147087,247898,442146,569636,719444,169 days,40.12,48.67
GU12,419149,173919,271907,467096,572874,603333,145 days,46.34,80.8
GU14,372183,185439,267962,432254,619435,835556,206 days,61.6,63.12
GU15,521283,164780,279161,456929,783577,995908,209 days,47.37,62.12
GU16,530394,207679,297341,487661,669150,758267,134 days,38.73,72.83
GU17,540595,175470,307543,465444,610556,712500,192 days,8.12,96.15
GU18,635570,165000,362500,629541,864615,-,100 days,10.5,142.86
GU19,478991,281057,418322,675625,610991,800000,152 days,10.66,66.67
GU2,510980,197287,387651,546570,751154,751250,148 days,35.07,97.11
GU20,1542331,271250,432738,735000,950714,1961429,310 days,4.65,41.67
GU21,502019,211490,311528,527110,877803,1147059,145 days,68.07,74.77
GU22,690618,223441,327912,584069,942375,1563250,176 days,48.92,68.64
GU23,1016360,295725,413857,707198,1129482,1125000,194 days,12.53,65.43
GU24,867587,245556,415344,704089,977553,1524676,155 days,23.81,77.24
GU25,2495380,381238,497588,901190,2119684,2436944,253 days,14.94,24.6
GU26,662723,134996,310658,600263,1026154,1392083,283 days,11.34,38.32
GU27,833818,166707,378267,663194,1087212,1762174,213 days,27.32,63.92
GU28,841339,228750,360531,643417,1064917,2550000,214 days,7.85,48.21
GU29,633659,243500,396435,594574,884997,1380556,164 days,27.07,48.65
GU3,817379,650000,262261,589652,973333,1301600,166 days,19.16,76.42
GU30,845836,240000,366956,582370,725247,1518838,226 days,13.27,59
GU31,727226,205000,333620,524880,837824,2510000,164 days,19.76,65.74
GU32,806043,941071,296841,592105,792138,1200909,189 days,17.14,43.52
GU33,779101,185000,384158,520526,797778,1115333,188 days,12.45,52.56
GU34,610206,182972,296157,554825,855717,1224959,243 days,58.52,39.24
GU35,515931,169963,295334,454548,592281,853748,143 days,57.69,44
GU4,787819,203617,407045,693103,1017863,1718167,181 days,23.54,59.15
GU46,553405,260622,528846,491250,671176,1014000,178 days,11.63,128.99
GU47,543480,202143,342105,468600,648065,821765,104 days,29.42,71.57
GU5,948213,249625,220765,746872,1275000,1995625,195 days,19.38,33.33
GU51,485475,206474,296311,548374,864100,1028611,149 days,47.92,66.39
GU52,583221,234531,322644,499628,671974,831316,139 days,29.14,66.67
GU6,744995,224783,316619,599786,967136,1545429,186 days,40.16,38.15
GU7,615119,235149,401653,524424,916700,1442500,174 days,34.31,69.35
GU8,1097603,216429,439000,696295,922513,1874500,230 days,21.26,48.47
GU9,601709,257607,387366,583973,821233,1324994,154 days,52.6,58.89
HA0,521215,305207,424442,643335,763433,903768,255 days,44.82,24.41
HA1,481634,282401,418703,589964,998078,1032164,211 days,70.66,27.57
HA2,476702,273186,387459,589666,739494,758446,203 days,46.55,51.43
HA3,567715,264654,377801,611763,804923,890589,188 days,64.79,43.35
HA4,580236,279372,405290,660347,894000,1002045,157 days,56.18,93.88
HA5,739479,265731,471358,742893,951974,1184404,203 days,39.01,76.89
HA6,1208917,252718,573535,863034,1183680,1807702,224 days,29.33,48.86
HA7,890120,308377,500173,708598,1020537,1612052,164 days,69.15,27.51
HA8,570557,265655,390490,585481,828362,1003134,205 days,72.29,30.77
HA9,539298,299995,427812,641578,820696,971784,245 days,51.31,24.82
HD1,195397,90206,140417,204500,269439,464444,144 days,21.88,51.43
HD2,350382,74643,155837,272222,430856,613865,138 days,36.74,57.4
HD3,278147,124306,174227,244696,411917,524166,102 days,82.94,72.34
HD4,327370,96667,177298,286772,486300,772500,113 days,60.27,50.66
HD5,262351,97500,167076,233855,329701,647167,116 days,36.47,100
HD6,295728,120762,171136,258775,416249,563333,137 days,40.29,84.24
HD7,324254,121500,172661,267789,499250,618333,137 days,31.09,72.54
HD8,402141,141167,202844,310754,465892,769719,146 days,73.97,56.67
HD9,447857,151250,225740,303973,508510,719479,126 days,80,50.6
HG1,402052,159163,277687,375178,532987,813471,169 days,60.53,70.38
HG2,576100,187221,263096,478522,724098,987241,154 days,48.31,79.44
HG3,675602,175817,276331,430693,762600,1044691,149 days,67.65,49.4
HG4,353839,152993,217103,313713,559317,826933,146 days,45.21,73.18
HG5,498579,137485,241545,379226,646534,951246,165 days,32.73,66.67
HP1,445245,206590,330878,526384,702024,791364,179 days,43.91,43.13
HP10,784423,251927,438073,574887,946978,1511100,171 days,36.14,56.31
HP11,577400,195911,256208,404770,765469,951364,160 days,28.31,83.44
HP12,421194,193762,247745,429922,592000,694994,141 days,30.64,77.08
HP13,413581,183517,284144,435641,637396,727143,150 days,52,76.92
HP14,824055,251750,363130,661307,832460,1252056,167 days,33.59,47.59
HP15,649789,246677,422143,583049,810286,941667,161 days,25.34,55.15
HP16,928929,261999,462104,702321,1032054,1439088,187 days,19.89,53.23
HP17,846519,211429,481154,599914,861585,1461667,194 days,22.73,49.66
HP18,586489,216875,315766,475431,737781,1090288,132 days,46.36,53.92
HP19,301237,165073,233559,349347,491605,571429,120 days,53.5,64.95
HP2,399517,189208,276289,442352,640151,803000,178 days,57.13,49.26
HP20,314102,207970,268572,380712,626106,536667,157 days,21.78,71.93
HP21,351698,155354,248800,399326,531957,641667,152 days,33.95,87.79
HP22,686900,269971,356181,539938,709745,1031087,186 days,57.74,53.35
HP23,760471,242329,366683,615231,1008548,1362629,194 days,27.06,64
HP27,755434,287920,370400,691925,1006485,1426667,187 days,21.98,69.34
HP3,614567,231570,346802,556232,775845,1272423,172 days,51.98,53.36
HP4,793573,296188,467103,631016,1355781,1736667,168 days,37.32,55.98
HP5,665096,202623,365104,568862,831126,1295934,149 days,42.28,54.29
HP6,871613,230397,426952,627495,1135553,1715413,192 days,13.75,67.05
HP7,854730,367500,479045,746273,1029900,1805625,165 days,16.73,79.35
HP8,1311331,362475,553765,862900,988663,2233158,180 days,16.67,28
HP9,1662621,273632,526007,929547,1370627,2722727,256 days,33.63,32.4
HR1,421770,93738,225700,360896,551326,669952,124 days,63.15,65.52
HR2,543224,107880,250901,361427,537288,791780,143 days,70.7,48.07
HR3,591771,-,312500,408620,618203,841818,195 days,19.23,38.4
HR4,367847,142212,224657,336169,509703,576528,154 days,62.92,48.92
HR5,427203,105000,221779,319312,683063,516938,176 days,12.44,36.99
HR6,541350,90738,237508,376835,536983,703093,176 days,49.77,42.47
HR7,356078,78663,200903,423284,611083,766667,176 days,13.98,46.34
HR8,454318,115000,230096,416853,579600,937500,220 days,26.18,50.52
HR9,528010,176967,248802,423342,632464,668322,183 days,52.62,48.29
HU1,145394,102988,150938,249158,-,367500,223 days,13.05,12.37
HU10,331677,68190,217588,268451,423838,854227,139 days,49.21,50.88
HU11,278337,144995,141109,243520,411008,483333,156 days,25,46.92
HU12,255071,57333,139190,224511,355213,451311,177 days,54.75,45.82
HU13,262730,115000,151716,248464,366658,517259,152 days,29.8,56.29
HU14,495387,64983,231488,331887,663090,756242,171 days,20.35,42.24
HU15,365929,155000,183066,290630,412523,597922,139 days,68.63,44.03
HU16,285317,128469,193818,260048,359566,489575,137 days,45.11,39.32
HU17,336768,169463,197778,269178,425438,749998,146 days,130.48,41.57
HU18,245971,63315,166734,255559,296145,395625,116 days,26.9,72.12
HU19,202094,30000,153898,194671,261414,225180,159 days,16.04,50.59
HU2,133016,73893,91064,-,204975,-,225 days,4.4,24.24
HU3,129817,36500,88354,135533,165377,131000,151 days,25.23,95.28
HU4,178697,121667,130906,185801,262060,230000,110 days,39,50.35
HU5,191363,82825,116976,161424,236719,279050,155 days,68.13,66.76
HU6,217377,80643,133031,162059,301782,227333,133 days,33.83,76
HU7,190667,105150,126385,170815,224848,366872,114 days,71.05,54.81
HU8,173332,57500,121016,173633,254701,275833,104 days,52.5,71.98
HU9,134756,72400,96362,137150,265680,375000,138 days,44.57,73.17
HX1,154286,77900,108291,183308,216591,315000,129 days,23.95,57.28
HX2,277347,107492,150180,215086,462735,573750,152 days,46.78,83.12
HX3,325304,137500,175343,266927,394129,613550,129 days,73.95,77.04
HX4,389451,130000,215213,300847,477498,613077,169 days,17.22,83.51
HX5,231314,185000,134890,274167,405905,448333,152 days,16.58,55.95
HX6,340965,188000,195677,298835,479644,665619,105 days,39.14,89.05
HX7,360738,191238,240616,392632,450471,747000,140 days,20.79,102.06
IG1,517105,236493,450694,471593,681000,688158,230 days,31.96,44.49
IG10,874071,298951,392951,659020,1191569,1560217,168 days,46.25,62.55
IG11,325237,218120,283434,456677,601053,704700,179 days,53.13,43.85
IG2,411308,230700,307678,537750,621739,704000,281 days,12.92,63.64
IG3,508835,231650,347353,533171,650250,855000,164 days,19.94,87.16
IG4,632820,143333,360000,649666,746875,773333,154 days,7.6,56.41
IG5,596647,171667,332629,538826,841389,838227,164 days,14.82,62.96
IG6,543842,281667,378177,554308,695760,790909,190 days,19.58,77.42
IG7,1047366,274285,475070,671051,1286379,1703871,186 days,38.06,40.68
IG8,709160,229231,456156,696489,934999,1317105,142 days,40.77,77.72
IG9,628979,291250,381392,671966,950870,1353000,145 days,29.38,59.86
IP1,284114,106988,182511,283624,435080,700735,170 days,51.35,58.76
IP10,479353,-,224600,411000,530450,686667,111 days,12.97,27.08
IP11,313093,156044,218424,330818,521490,604047,172 days,72.03,55.21
IP12,534823,147524,322925,433269,585465,903833,146 days,70.07,47.8
IP13,570250,237500,315984,417370,669858,978333,164 days,43.17,52.54
IP14,378410,119823,201182,322464,479483,668088,138 days,118.7,43.04
