outcode,Average Income,Median Income,Per Capita Income
RG28,56841.58,56100.0,2940.19
RG3,57932.81,59100.0,43892.97
RG30,58285.97,59100.0,230.86
RG31,60123.91,59600.0,519.44
RG4,67962.31,65400.0,24658.27
RG40,65775.25,53800.0,3627.45
RG41,69767.07,72200.0,2825.78
RG42,63216.76,57300.0,9083.12
RG5,63263.7,64800.0,30850.1
RG6,71125.42,72900.0,3489976.74
RG7,60647.78,58800.0,304199.61
RG8,67595.35,67000.0,290062.78
RG9,64014.0,60900.0,16746.56
RH1,65645.21,63300.0,29889.67
RH10,60871.53,60000.0,94955.8
RH11,56085.95,56400.0,77174.93
RH12,55828.76,53600.0,84075.96
RH13,57882.79,56900.0,72005.55
RH14,53620.16,52300.0,66813.13
RH15,58397.68,57800.0,73797.24
RH16,61465.31,60900.0,70038.25
RH17,60194.8,60000.0,13903.67
RH18,57399.14,58500.0,101403.72
RH19,56983.75,53700.0,21067.37
RH2,68427.88,71000.0,14113.16
RH20,49086.65,46700.0,31282.51
RH3,52871.2,51200.0,3281.38
RH4,60602.17,62200.0,14650.82
RH5,57732.23,59100.0,82610.9
RH6,59879.49,55700.0,83839.74
RH7,56018.01,56200.0,9070.34
RH8,65019.4,66900.0,36593.53
RH9,56174.87,52800.0,4198.47
RM1,52216.36,52900.0,27903.73
RM10,42335.02,41200.0,769182.19
RM11,55862.09,57100.0,77435.64
RM12,53508.44,54200.0,141521.17
RM13,47750.05,46700.0,36208.08
RM14,63187.6,67700.0,20110.46
RM15,46724.49,47900.0,42458.88
RM16,50053.02,49800.0,53531.3
RM17,49082.81,49400.0,124385.41
RM18,42691.65,40000.0,90121.0
RM19,49784.36,49800.0,1141.03
RM2,57679.71,57100.0,9810.38
RM3,46691.15,45700.0,29443.48
RM4,52593.24,52900.0,5976.69
RM5,51024.18,50400.0,101008.84
RM6,50701.97,51800.0,395456.32
RM7,52092.86,52900.0,17675.46
RM8,45476.52,45400.0,72134.55
RM9,42976.34,42100.0,35212.25
S1,40252.31,39200.0,74007.93
S10,55012.81,58400.0,530844.98
S11,61928.39,69400.0,616279.29
S12,36551.96,36100.0,865753.36
S13,34707.51,35900.0,15766.33
S14,30329.33,27500.0,3012.55
S17,56025.27,53400.0,9761.66
S18,43291.54,39900.0,14753.21
S19,41909.35,42700.0,103557.22
S2,32581.47,32800.0,19653.83
S20,43467.45,47900.0,587.25
S21,39093.92,38500.0,16110.32
S25,39365.86,41300.0,21397.59
S26,40324.12,42600.0,9534.52
S3,37642.69,35000.0,6621.67
S30,44183.4,44700.0,42243.68
S35,44059.64,43100.0,1684.36
S36,43867.43,44700.0,288.27
S4,30962.11,28700.0,18454.29
S40,37882.14,34500.0,44640.24
S41,35646.43,34500.0,16902.28
S42,39903.39,37600.0,12524.2
S43,35666.61,34100.0,18625.82
S44,35541.39,35900.0,7191.74
S45,36670.38,34500.0,7184.21
S5,30751.64,30700.0,38665.47
S6,38704.66,37400.0,28648.94
S60,35834.45,36000.0,48256.99
S61,32736.6,28500.0,55987.8
S62,32858.4,32500.0,10558.75
S63,33159.38,34600.0,337374.88
S64,31491.89,32500.0,119169.46
S65,30947.17,29400.0,24504.9
S66,38033.39,37500.0,81174.46
S7,53512.89,53900.0,26818.25
S70,33462.62,34800.0,205487.21
S71,34184.66,36100.0,17186.69
S72,33036.85,33100.0,79519.82
S73,33796.36,32800.0,255777.47
S74,34187.67,35100.0,10108.58
S75,41201.61,38800.0,18163.73
S8,43398.4,46000.0,18578.37
S80,38139.78,40800.0,14683.22
S81,39889.83,39500.0,12517.08
S9,30610.61,29300.0,750940.09
SE1,61226.28,54800.0,29367.18
SE10,54177.18,52600.0,3347261.57
SE11,55897.85,53800.0,7319.45
SE12,56827.9,57200.0,20265.91
SE13,57199.32,53100.0,83208.05
SE14,51509.73,52000.0,16653.35
SE15,50286.47,48300.0,22564.92
SE16,64290.13,60400.0,37877.82
SE17,51567.07,53700.0,19119.94
SE18,50282.71,48100.0,28783.39
SE19,58140.55,58000.0,14304.42
SE2,48001.23,45600.0,10299.57
SE20,56828.05,60700.0,11204.95
SE21,69371.79,66600.0,26579.26
SE22,72820.86,77800.0,11252.66
SE23,60731.37,62700.0,11121.75
SE24,67288.87,64500.0,14397.23
SE25,51741.47,55400.0,25366.6
SE26,55633.46,55700.0,38265.71
SE27,61057.02,64600.0,25914.49
SE28,50408.84,53200.0,73504.66
SE3,63309.19,67200.0,948014.54
SE4,60277.86,61700.0,381722.98
SE5,51863.66,48800.0,21226.14
SE6,54364.19,58700.0,33986.24
SE7,54292.78,53200.0,9922.77
SE8,48919.6,44900.0,41902.03
SE9,55250.11,57200.0,33628.54
SG1,46963.79,46100.0,68800.27
SG10,57268.38,57200.0,3053.92
SG11,57241.53,56550.0,9102.35
SG12,55023.24,57200.0,100364.79
SG13,58993.33,59300.0,5426.16
SG14,57730.44,59300.0,1033530.26
SG15,51304.19,51400.0,350405.01
SG16,52986.67,53700.0,3884.42
SG17,54201.08,54500.0,137396.76
SG18,50921.06,50000.0,626021.01
SG19,48733.58,49300.0,129652.1
SG2,48975.84,46800.0,30124.19
SG3,57835.09,55300.0,4487.31
SG4,55276.46,55300.0,23368.15
SG5,52993.08,52300.0,45903.42
SG6,47720.36,48200.0,32866.63
SG7,52509.74,50300.0,5972.22
SG8,55512.71,56000.0,11655.91
SG9,54454.64,52600.0,4721.81
SK1,33590.75,30600.0,5028.04
SK10,47062.14,46000.0,23949.44
SK11,44418.89,42600.0,42589.05
SK12,46980.69,45500.0,30655.22
SK13,42747.5,40200.0,15786.4
SK14,37665.45,35400.0,48448.61
SK15,38851.91,41500.0,84962.55
SK16,36861.78,36700.0,8678.19
SK17,40228.17,36800.0,21679.75
SK2,40914.75,41600.0,21086.86
SK22,42686.63,45500.0,1470.97
SK23,43649.58,44200.0,207.9
SK3,38284.95,35800.0,35658.07
SK4,47585.62,49600.0,21083.01
SK5,36692.74,35900.0,53799.38
SK6,44469.07,43400.0,62466.46
SK7,52285.64,55300.0,202856.6
SK8,50079.6,49100.0,40016.81
SK9,55204.05,54900.0,20769.6
SL0,62023.05,62200.0,8568.1
SL1,62619.11,63400.0,52983.33
SL2,60613.42,62600.0,35505.78
SL3,63217.64,63100.0,39650.92
SL4,66275.56,63800.0,38623.69
SL5,73331.02,75200.0,11032.87
SL6,66749.54,64600.0,75787.2
SL7,63962.82,62800.0,27176.78
SL8,59804.35,58400.0,266980.31
SL9,75064.22,81900.0,52367.52
SM1,55824.95,53000.0,23253.25
SM2,57877.94,58200.0,189981.74
SM3,60067.3,60600.0,20397.41
SM4,54663.67,50200.0,21233.74
SM5,58212.96,59800.0,32052.9
SM6,56796.31,59800.0,16517.01
SM7,62669.21,58800.0,11333.72
SN1,49523.57,50500.0,31484.48
SN10,48387.85,48700.0,13893.38
SN11,49282.06,47900.0,15596.89
SN12,47631.18,45300.0,15469.63
SN13,51906.0,49500.0,13051.62
SN14,53721.31,56100.0,63593.45
SN15,51104.74,50400.0,41148.02
SN16,54444.1,52300.0,13493.64
SN17,43700.0,43700.0,172.97
SN2,45767.72,46300.0,31833.17
SN25,53066.56,56800.0,346075.22
SN3,47643.98,48700.0,55223.65
SN38,50593.84,54600.0,941.39
SN4,53392.67,55600.0,24291.48
SN5,53701.1,54900.0,48969.31
SN6,51885.6,50800.0,5934.25
SN7,53922.92,51200.0,158593.71
SN8,51519.32,49800.0,952279.43
SN9,49886.96,49000.0,11670.21
SO1,50144.02,47500.0,61042.56
SO14,46040.1,45600.0,7294.52
SO15,50053.15,47500.0,685.0
SO16,50507.43,47800.0,6058.78
SO17,47790.4,47000.0,14629.0
SO18,48874.06,50700.0,68829.81
SO19,44418.5,43300.0,17844.11
SO20,56458.39,54900.0,4284.53
SO21,60112.88,62300.0,12439.82
SO22,58113.21,60200.0,20688.84
SO23,49760.95,43300.0,19088.5
SO24,54492.03,51900.0,5214.22
SO3,53046.94,53600.0,74752.11
SO30,48800.54,48700.0,1940.3
SO31,58350.64,56200.0,841.96
SO32,52497.77,47100.0,1699.8
SO4,46810.11,47000.0,52670.28
SO40,48055.86,50800.0,267.55
SO41,47718.19,47000.0,700.36
SO45,43711.49,43600.0,121.99
SO5,52777.52,52100.0,146136.66
SO50,50291.53,49600.0,896.14
SO51,47614.16,51200.0,1386.96
SO53,60656.3,55200.0,2402.01
SP1,51617.76,51300.0,14893.74
SP10,53285.72,55100.0,35288.37
SP11,58489.96,59200.0,13120.05
SP2,50242.02,50400.0,21127.71
SP3,51037.41,49000.0,8128.03
SP4,56766.53,54600.0,24386.71
SP5,53552.73,54700.0,29127.13
SP6,48435.34,48200.0,7011.39
SP7,45655.02,43600.0,8149.66
SP8,46543.17,41900.0,34189.96
SP9,59320.59,59200.0,22659.59
SR1,30571.49,31000.0,4926.54
SR2,36156.09,36700.0,48345.26
SR3,35990.27,33900.0,16082.12
SR4,32691.14,31900.0,193592.48
SR5,29758.53,29000.0,18567.63
SR6,40247.59,35700.0,25749.49
SR7,34422.82,33900.0,85984.21
SR8,33235.43,33600.0,40547.79
SS0,42881.64,43700.0,153624.37
SS1,41242.93,37700.0,402066.3
SS11,49216.48,47300.0,151667.11
SS12,48315.52,48800.0,75442.06
SS13,40482.7,40100.0,124832.1
SS14,40111.88,39300.0,9795.17
SS15,44026.72,44600.0,173003.78
SS16,47975.46,49400.0,339817.01
SS17,46927.35,49200.0,235489.31
SS2,40600.1,41400.0,54602.32
SS22,41732.04,42200.0,526.45
SS3,42857.55,43400.0,428129.07
SS4,43125.34,44300.0,126882.19
SS5,48031.66,50300.0,2448013.6
SS6,49544.26,51100.0,85253.17
SS7,48435.52,47700.0,27452.32
SS8,38926.55,37800.0,19832.54
SS9,48223.3,44200.0,62156.63
ST1,31520.08,30500.0,21209.35
ST10,41749.03,40900.0,601456.72
ST11,42765.7,42000.0,94669.73
ST12,44611.72,47400.0,32003.79
ST13,39393.7,36800.0,132350.72
ST14,44444.56,43900.0,67897.39
ST15,47506.15,47400.0,99494.55
ST16,46611.02,49900.0,194515.36
ST17,47305.13,52400.0,58580.74
ST18,50371.41,49000.0,48413.99
ST19,45788.59,44400.0,27838.57
ST2,34528.72,32800.0,59809.28
ST20,49606.59,49000.0,8680.78
ST21,49882.87,49700.0,9360.58
ST3,35987.4,34100.0,73618.96
ST4,36238.47,35700.0,10559.0
ST5,39852.38,36950.0,32888.67
ST6,34362.71,34300.0,42913.93
ST7,41263.04,41700.0,30744.21
ST8,41277.48,40700.0,7222.38
ST9,43984.06,45100.0,5334.72
SW10,73499.05,84400.0,9653.83
SW11,76453.1,81200.0,54617.96
SW12,84807.75,87000.0,38673.61
SW13,73772.33,75300.0,6124.89
SW14,76228.1,75300.0,16468.74
SW15,71754.44,76200.0,76663.71
SW16,61805.24,62600.0,81466.15
SW17,69873.17,65300.0,91767.4
SW18,80509.59,79200.0,73565.78
SW19,79240.75,85500.0,67933.11
SW1A,68060.45,68500.0,2781.06
SW1E,67837.27,68800.0,2653.93
SW1H,68433.52,68800.0,1199.28
SW1P,64155.14,62100.0,19422.56
SW1V,67107.24,68800.0,22722.89
SW1W,67478.37,68800.0,7306.58
SW1X,82600.86,85700.0,8481.51
SW1Y,68322.43,68500.0,239.43
SW2,63674.04,64100.0,28361.84
SW20,78244.6,80900.0,39684.8
SW3,72844.19,73900.0,24410.36
SW4,72572.05,73100.0,20430.6
SW5,72696.63,73800.0,10135.61
SW6,68673.78,65700.0,645555.03
SW7,85444.37,90300.0,58860.12
SW8,58641.28,62100.0,30103.71
SW9,54465.44,57300.0,54765.33
SY1,42595.06,44400.0,27927.11
SY10,43682.19,43100.0,62800.04
SY11,42476.39,43100.0,60580.16
SY12,43944.73,43600.0,11131.98
SY13,42214.27,39100.0,12596.5
SY14,44086.89,44200.0,4160.88
SY15,41226.67,41200.0,3312.0
SY2,43210.61,45200.0,61063.8
SY21,42329.41,41200.0,10505.11
SY22,44975.0,45500.0,3619.86
SY3,46648.96,45700.0,21888.62
SY4,45600.81,45700.0,33077.7
SY5,44919.67,44400.0,9931.09
SY6,44832.71,44500.0,14315.78
SY7,43089.92,43300.0,11742.71
SY8,39821.96,37600.0,7187.1
SY9,41516.33,41200.0,1136.07
TA1,46952.03,46300.0,18424.17
TA10,46225.33,46200.0,6596.97
TA11,44030.27,41900.0,3380.62
TA12,44919.72,44700.0,4403.43
TA13,46498.87,46500.0,5320.43
TA14,46400.0,46400.0,2401.7
TA15,46334.38,46400.0,343.84
TA16,46050.79,46400.0,151214.05
TA17,46444.44,46400.0,67018.51
TA18,42487.71,40900.0,6481.84
TA19,44116.82,43200.0,7180.35
TA2,47592.89,50600.0,20953.02
TA20,43645.64,44000.0,8325.71
TA21,44869.64,46000.0,10298.87
TA22,40092.72,39800.0,809.69
TA23,38031.46,35900.0,3191.26
TA24,38805.95,39300.0,24034.46
TA3,50762.91,49700.0,3292.4
TA4,45993.81,45800.0,6363.88
TA5,46484.82,46600.0,5128.9
TA6,42525.61,39900.0,20919.4
TA7,46629.77,47700.0,12651.32
TA8,40416.69,38600.0,3950.14
TA9,42475.99,43000.0,11217.03
TD12,37748.98,36500.0,3903.45
TD15,35754.26,33100.0,11904.27
TF1,43751.15,43200.0,17716.78
TF10,45609.23,46600.0,14434.68
TF11,45745.01,46300.0,12037.08
TF12,42638.55,42800.0,2738.2
TF13,42932.74,42800.0,1730.12
TF2,42316.74,39000.0,19502.33
TF3,42621.57,40600.0,29586.24
TF4,42171.96,38100.0,8759.87
TF5,48136.23,51100.0,2900.02
TF6,49146.48,51100.0,2756.06
TF7,37193.6,38100.0,10648.76
TF8,48867.44,51100.0,768.36
TF9,44257.57,44900.0,14478.35
TN1,56755.79,54900.0,12935.77
TN10,49481.65,50700.0,24865.75
TN11,55974.31,58100.0,1392849.11
TN12,53236.25,54800.0,9317.95
TN13,71998.36,70700.0,36309.81
TN14,61969.18,60000.0,7362.04
TN15,59044.31,60100.0,555765.31
TN16,55842.36,55900.0,15505.21
TN17,49240.93,47800.0,8676.15
TN18,47162.35,47300.0,6965.74
TN19,47689.01,48700.0,8153.96
TN2,55286.69,52800.0,26806.07
TN20,54014.41,55400.0,13442.44
TN21,47411.22,46500.0,2751.76
TN22,50133.59,49200.0,35324.43
TN23,46633.33,45000.0,1045844.77
TN24,49802.89,50100.0,47326.01
TN25,52292.9,50900.0,22943.28
TN26,46593.06,46000.0,6236.29
TN27,47415.27,46000.0,3964.68
TN28,38861.5,39200.0,16232.72
TN29,36494.81,35400.0,7805.1
TN3,60164.25,60200.0,11017.91
TN30,43248.71,42800.0,9726.44
TN31,39261.79,40100.0,27331.16
TN32,47683.54,48700.0,931.23
TN33,44938.9,44300.0,67584.35
TN34,38239.0,36300.0,357234.54
TN35,41140.66,38800.0,198869.86
TN36,37324.37,37100.0,353.12
TN37,39985.51,39600.0,530452.94
TN38,38806.77,39600.0,553653.77
TN39,38970.33,37800.0,3943384.07
TN4,57446.34,57200.0,5605.3
TN40,33575.15,32100.0,128169.63
TN5,52670.07,55400.0,63189.37
TN6,54301.69,55300.0,167314.61
TN7,58442.75,58500.0,1900.54
TN8,53120.1,50500.0,6480.94
TN9,55677.14,54500.0,11991.58
TQ1,39604.79,39600.0,22066.51
TQ10,45979.23,46300.0,6514.29
TQ11,42680.54,41400.0,2516.69
TQ12,42857.84,43200.0,52557.08
TQ13,45267.88,46300.0,31292.56
TQ14,42551.07,47700.0,25935.31
TQ2,41031.06,45300.0,42551.39
TQ3,39258.24,40200.0,51843.6
TQ4,37799.35,40200.0,32653.32
TQ5,38903.53,38100.0,10475.08
TQ6,42604.23,41400.0,4658.35
TQ7,43551.7,42300.0,9003.97
TQ8,45165.42,45800.0,1042.42
TQ9,43868.69,42300.0,12431.0
TR1,45244.34,44900.0,16160.84
TR10,41011.89,38900.0,7285.77
TR11,41698.79,43500.0,11184.39
TR12,43231.98,43200.0,6017.25
TR13,42923.75,42900.0,19635.38
TR14,37771.09,36900.0,26667.22
TR15,39482.67,40200.0,17245.59
TR16,40480.0,40200.0,9490.67
TR17,41628.97,41900.0,1397.33
TR18,35659.88,35900.0,12077.84
TR19,39891.41,40200.0,5242.55
TR2,45366.72,45800.0,5490.22
TR20,40723.75,40200.0,452623.23
TR21,47737.25,50200.0,1285.57
TR22,50200.0,50200.0,166.0
TR24,50200.0,50200.0,166.45
TR25,50200.0,50200.0,80.58
TR26,38853.36,37300.0,4013.1
TR27,40678.87,39200.0,6375.21
TR3,46407.47,46500.0,5090.42
TR4,45844.88,45700.0,5770.79
TR5,45432.43,45500.0,2790.22
TR6,43342.72,43300.0,6888.33
TR7,40794.37,40300.0,72322.35
TR8,43284.48,44100.0,6523.54
TR9,41153.94,41200.0,5673.21
TS1,26607.79,24900.0,9623.39
TS10,33120.17,31000.0,15688.55
TS11,39122.14,39500.0,5517.05
TS12,36281.68,36800.0,22322.66
TS13,33865.62,32000.0,9589.91
TS14,40956.13,46100.0,9418.63
TS15,48462.67,49400.0,41714.39
TS16,45155.94,45900.0,44625.22
TS17,39727.41,34200.0,11404.1
TS18,34973.34,33400.0,7166.88
TS19,34773.25,32800.0,6407.45
TS2,26214.58,24900.0,172.13
TS20,36161.09,36400.0,6164.44
TS21,45371.02,48000.0,13202.58
TS22,43617.53,44300.0,21708.05
TS23,35240.04,33800.0,22928.8
TS24,30474.6,29800.0,4212.76
TS25,33129.8,31200.0,16165.24
TS26,35305.8,30900.0,18862.6
TS27,36371.06,37600.0,9926.68
TS28,37785.86,37600.0,1383.73
TS29,33683.73,33900.0,1058.93
TS3,28520.28,28700.0,5924.04
TS4,31988.14,29600.0,3816.53
TS5,38749.84,40200.0,7592.33
TS6,33571.64,34500.0,209810.82
TS7,42439.86,48000.0,174652.43
TS8,37788.25,36700.0,339587.29
TS9,45426.54,41300.0,20827.07
TW1,77689.81,80200.0,48455.42
TW10,78423.19,77000.0,96536.13
TW11,70456.06,68600.0,127464.93
TW12,64265.68,66900.0,2209961.8
TW13,50337.33,51800.0,13246.67
TW14,50045.94,50800.0,21790.38
TW15,63945.99,61800.0,42976.79
TW16,64475.2,61700.0,14104.65
TW17,58051.44,57800.0,22098.76
TW18,65126.76,64100.0,11000.24
TW19,61821.42,64100.0,33042.32
TW2,69503.15,66300.0,23936.15
TW20,59521.75,60400.0,12583.58
TW3,57156.12,58100.0,33039.54
TW4,53814.52,53700.0,22861.22
TW5,53389.06,54100.0,21091.08
TW6,57273.28,57500.0,4022.02
TW7,60133.48,61600.0,42163.13
TW8,58272.37,58800.0,119844.38
TW9,85010.88,84900.0,96518.71
UB1,47309.77,45900.0,40358.41
UB10,60419.01,64600.0,249822.05
UB11,50524.29,50500.0,6975.95
UB18,45800.0,45800.0,6642.75
UB2,46298.18,45900.0,26180.4
UB3,51397.61,50500.0,133817.13
UB4,51924.67,53400.0,40811.3
UB5,53023.63,54200.0,153751.51
UB6,56426.89,57100.0,33272.86
UB7,54033.23,53900.0,155403.79
UB8,52395.9,49200.0,219380.38
UB9,55685.44,54300.0,8715.51
W1,88500.0,88500.0,431.32
W10,50861.73,52500.0,37293.62
W11,60210.81,53800.0,104668.17
W12,54836.66,53800.0,122928.99
W13,64259.47,61200.0,57431.44
W14,62462.19,62200.0,530025.43
W1A,65781.78,64300.0,8107.29
W1B,67185.87,64300.0,2058.03
W1C,75073.08,68500.0,4208.23
W1D,65122.22,64300.0,6394.29
W1G,83935.27,88500.0,11358.42
W1H,73806.27,68500.0,54771.45
W1J,67898.3,68500.0,15876.01
W1K,78966.32,88500.0,4713.83
W1M,84323.92,88500.0,82773.41
W1N,72591.08,64300.0,1846.79
W1P,62052.26,60000.0,7378.79
W2,65588.82,66500.0,41648.62
W3,56175.6,54400.0,60695.26
W4,62920.85,55700.0,57001.8
W5,68133.09,65800.0,536421.39
W6,63679.38,66000.0,122664.79
W7,61473.67,61700.0,37699.06
W8,84026.74,80000.0,41008.11
W9,64227.99,54200.0,52541.58
WA1,40358.35,38400.0,36391.76
WA10,36608.69,37300.0,13384.91
WA11,38502.63,36300.0,46169.25
WA12,39410.42,39200.0,26556.97
WA13,54257.14,54300.0,26050.85
WA14,53828.55,55100.0,564402.77
WA15,55329.71,55200.0,54895.79
WA16,49697.49,50600.0,9657.17
WA2,37941.03,36200.0,29595.8
WA3,43998.12,42900.0,67276.89
WA4,48021.89,49200.0,176133.79
WA5,46469.07,44300.0,314635.66
WA6,48321.5,49800.0,10657.92
WA7,39583.82,37000.0,37342.14
WA8,38374.42,34400.0,53996.65
WA9,35053.7,35900.0,151048.56
WC1A,58985.6,55000.0,20000.48
WC1B,56390.29,55000.0,883.01
WC1E,59371.92,60000.0,23748.77
WC1H,52915.62,48100.0,6081.1
WC1N,53961.86,54100.0,7200.82
WC1R,57346.06,55000.0,375.37
WC1V,61576.06,55000.0,371.98
WC1X,53982.99,55000.0,2568.84
WC2A,67590.14,55000.0,523.16
WC2B,61290.61,55000.0,3165.39
WC2E,67155.73,68500.0,1269.13
WC2H,61533.04,64100.0,1355.21
WD1,54526.21,53300.0,114712.11
WD17,56135.19,50200.0,1599.75
WD18,53933.82,48100.0,1712.48
WD19,52467.7,53300.0,335.77
WD2,55728.08,55300.0,384600.64
WD23,55195.92,56800.0,398.11
WD24,55776.28,55300.0,274.56
WD25,52903.2,51100.0,459.74
WD3,64426.63,66000.0,29214.33
WD4,56855.19,58400.0,15215.92
WD5,55540.0,55900.0,17944.34
WD6,54256.38,53200.0,78346.12
WD7,62100.27,63800.0,29836.26
WF1,39107.5,38000.0,64467.1
WF10,37664.52,35600.0,54943.45
WF11,35844.43,33000.0,29443.1
WF12,33908.09,34200.0,36169.73
WF13,31893.76,32000.0,72360.89
WF14,40417.57,41500.0,29058.77
WF15,35923.91,36800.0,8212.98
WF16,33735.31,32400.0,8116.3
WF17,33624.01,35300.0,231234.84
WF2,44690.57,39800.0,45686.07
WF3,45946.91,46600.0,25434.29
WF4,42546.61,42500.0,26970.41
WF5,39788.98,39200.0,14177.01
WF6,41413.91,44500.0,25445.68
WF7,41448.18,40500.0,53777.18
WF8,40001.45,35800.0,25415.09
WF9,35526.4,33400.0,316793.0
WN1,38470.99,38300.0,34375.99
WN2,37534.22,37200.0,53730.27
WN3,38862.58,36550.0,13375.79
WN4,39355.41,39800.0,114349.44
WN5,37438.64,35100.0,144336.1
WN6,43391.61,43500.0,12355.6
WN7,36634.84,36300.0,40398.67
WN8,38857.87,35100.0,38987.4
WR1,43753.9,41900.0,9330.31
WR10,43912.82,40400.0,12257.11
WR11,45391.37,46000.0,46939.85
WR12,45900.78,46000.0,6686.96
WR13,48704.73,49500.0,32974.3
WR14,44430.19,45300.0,36988.69
WR15,42750.76,43300.0,82746.05
WR2,44592.13,44700.0,35897.45
WR3,48783.6,47900.0,19936.76
WR4,45620.07,42500.0,30805.16
WR5,48986.45,50800.0,21307.19
WR6,47398.89,48800.0,17099.91
WR7,51593.68,51800.0,5308.53
WR8,48087.5,46700.0,4886.11
WR9,44461.79,42200.0,25870.13
WS1,35525.77,34100.0,26597.35
WS10,35921.95,35000.0,293656.71
WS11,38968.85,39900.0,38786.13
WS12,42078.01,41600.0,67175.64
WS13,47709.24,50500.0,66088.67
WS14,50249.71,50500.0,45037.74
WS15,42540.21,44400.0,426924.25
WS2,33967.55,34100.0,3056298.64
WS3,35854.06,35500.0,5116987.66
WS4,39154.78,40000.0,2115509.73
WS5,44064.53,40600.0,29492.26
WS6,39346.59,38300.0,19297.93
WS7,41386.71,40300.0,45654.04
WS8,37439.9,38400.0,24606.03
WS9,41952.4,38400.0,115341.19
WV1,33747.66,32300.0,82649.55
WV10,37775.32,37700.0,38682.77
WV11,36562.43,35000.0,54541.42
WV12,37118.53,36500.0,50019.94
WV13,37189.62,37200.0,14474.5
WV14,35399.49,35400.0,18193.36
WV15,43050.68,45400.0,16266.39
WV16,40848.92,41700.0,13290.37
WV2,37999.59,39300.0,28088.96
WV3,39303.59,37700.0,26757.97
WV4,41490.64,38600.0,32329.02
WV5,42186.82,38600.0,20834.87
WV6,42072.84,43700.0,15722.64
WV7,48430.5,48900.0,4169.58
WV8,42995.62,37600.0,7730.83
WV9,39141.2,40800.0,109151.1
YO1,41045.6,38900.0,41158.81
YO10,42105.74,44000.0,515.81
YO11,32213.83,32300.0,42811.88
YO12,34378.42,32400.0,21120.99
YO13,41836.05,41700.0,6353.62
YO14,33612.62,33500.0,4543.84
YO15,28938.99,26500.0,10788.42
YO16,29773.63,32600.0,30804.97
YO17,40814.65,39400.0,83787.91
YO18,38916.36,38700.0,35176.73
YO19,48755.11,50300.0,4930.97
YO2,46855.5,42800.0,71813.95
YO21,36731.05,34400.0,6926.12
YO22,38984.5,41700.0,4381.3
YO23,51839.83,54900.0,1093.73
YO24,43191.75,42800.0,380.5
YO25,40877.05,38700.0,50309.16
YO26,47703.35,46100.0,4505.6
YO3,46145.42,47000.0,76472.22
YO30,47175.69,49500.0,2193.24
YO31,41790.29,42700.0,476.34
YO4,48529.85,49600.0,20314.93
YO42,46312.5,45400.0,506.33
YO43,47559.71,45900.0,486.89
YO5,52031.45,55500.0,5784.9
YO6,46436.2,45000.0,45788.41
YO61,47255.78,45000.0,227.89
YO7,44288.68,43200.0,21241.55
YO8,43328.6,45600.0,28519.66
